T,Salt,Cs,fs,Cp,Gamma,Eta,Eta_pred,Eta_abs_err
25,MgCl2,1000,1.0,2.0,2.78,2.514,2.535979376645272,0.021979376645272275
25,MgCl2,1000,1.0,2.0,3.59,2.6556,2.6036173101328886,0.05198268986711163
25,MgCl2,1000,1.0,2.0,4.64,2.5201,2.5529780794763846,0.03287807947638477
25,MgCl2,1000,1.0,2.0,5.99,2.5855,2.572753336509638,0.012746663490362131
25,MgCl2,1000,1.0,2.0,7.74,2.5487,2.558957015861933,0.010257015861932839
25,MgCl2,1000,1.0,2.0,10.0,2.5268,2.5392775446314024,0.012477544631402271
25,MgCl2,1000,1.0,2.0,12.9,2.4968,2.5096947833370233,0.01289478333702343
25,MgCl2,1000,1.0,2.0,16.7,2.4982,2.496499824788766,0.0017001752112340007
25,MgCl2,1000,1.0,2.0,21.5,2.4652,2.478981479810729,0.013781479810729191
25,MgCl2,1000,1.0,2.0,27.8,2.4621,2.452620530521322,0.009479469478677949
25,MgCl2,1000,1.0,2.0,35.9,2.4409,2.4342359922422445,0.006664007757755552
25,MgCl2,1000,1.0,2.0,46.4,2.4199,2.431800976294585,0.011900976294584975
25,MgCl2,1000,1.0,2.0,59.9,2.4325,2.4284355514871816,0.004064448512818508
25,MgCl2,1000,1.0,2.0,77.4,2.4129,2.4229413339625943,0.010041333962594212
25,MgCl2,1000,1.0,2.0,100.0,2.4565,2.4437919583304097,0.012708041669590386
25,MgCl2,1000,1.0,1.5,1.0,2.1795,2.2389386607522312,0.059438660752231254
25,MgCl2,1000,1.0,1.5,1.29,2.4608,2.391493517134474,0.06930648286552588
25,MgCl2,1000,1.0,1.5,1.67,2.0869,2.078922027757772,0.00797797224222796
25,MgCl2,1000,1.0,1.5,2.15,2.146,2.1609841817299156,0.014984181729915669
25,MgCl2,1000,1.0,1.5,2.78,2.2907,2.2648579767101156,0.025842023289884608
25,MgCl2,1000,1.0,1.5,3.59,2.1418,2.172118856903552,0.03031885690355196
25,MgCl2,1000,1.0,1.5,4.64,2.2308,2.210197696565211,0.020602303434789082
25,MgCl2,1000,1.0,1.5,5.99,2.1707,2.1847707990504874,0.01407079905048736
25,MgCl2,1000,1.0,1.5,7.74,2.2133,2.2068048336665598,0.00649516633344005
25,MgCl2,1000,1.0,1.5,10.0,2.2193,2.212909766748533,0.006390233251467148
25,MgCl2,1000,1.0,1.5,12.9,2.2026,2.200366763370682,0.0022332366293178474
25,MgCl2,1000,1.0,1.5,16.7,2.1744,2.1723194135600106,0.002080586439989318
25,MgCl2,1000,1.0,1.5,21.5,2.1451,2.15303938734383,0.007939387343830262
25,MgCl2,1000,1.0,1.5,27.8,2.156,2.1533431177151576,0.00265688228484251
25,MgCl2,1000,1.0,1.5,35.9,2.153,2.1524429740535207,0.0005570259464793281
25,MgCl2,1000,1.0,1.5,46.4,2.1664,2.1581010072597566,0.00829899274024326
25,MgCl2,1000,1.0,1.5,59.9,2.1374,2.1449930070409846,0.007593007040984645
25,MgCl2,1000,1.0,1.5,77.4,2.1719,2.169677881301134,0.0022221186988660158
25,MgCl2,1000,1.0,1.5,100.0,2.1873,2.183182606117842,0.004117393882157927
25,MgCl2,1000,1.0,3.0,1.0,5.8764,5.615169823296043,0.26123017670395754
25,MgCl2,1000,1.0,3.0,1.29,4.9772,4.918086712793574,0.059113287206425724
25,MgCl2,1000,1.0,3.0,1.67,4.0734,4.21976360312243,0.14636360312242935
25,MgCl2,1000,1.0,3.0,2.15,4.1791,4.188922809102132,0.009822809102131735
25,MgCl2,1000,1.0,3.0,2.78,3.7339,3.8203233642647167,0.08642336426471653
25,MgCl2,1000,1.0,3.0,3.59,3.5804,3.6688904101343196,0.08849041013431957
25,MgCl2,1000,1.0,3.0,4.64,3.6751,3.667329218974743,0.00777078102525719
25,MgCl2,1000,1.0,3.0,5.99,3.558,3.5578439041766394,0.00015609582336040262
25,MgCl2,1000,1.0,3.0,7.74,3.468,3.4767459062034956,0.00874590620349558
25,MgCl2,1000,1.0,3.0,10.0,3.4614,3.443441514535398,0.017958485464601992
25,MgCl2,1000,1.0,3.0,12.9,3.4085,3.394681084442429,0.013818915557571199
25,MgCl2,1000,1.0,3.0,16.7,3.3433,3.3401625653486953,0.0031374346513048934
25,MgCl2,1000,1.0,3.0,21.5,3.3447,3.316824284048237,0.02787571595176308
25,MgCl2,1000,1.0,3.0,27.8,3.2665,3.248402792015862,0.018097207984138386
25,MgCl2,1000,1.0,3.0,35.9,3.2307,3.2227540930974703,0.007945906902529831
25,MgCl2,1000,1.0,3.0,46.4,3.1997,3.197536681226482,0.0021633187735181636
25,MgCl2,1000,1.0,3.0,59.9,3.1866,3.1829483243676973,0.00365167563230262
25,MgCl2,1000,1.0,3.0,77.4,3.1833,3.1753045496757495,0.00799545032425053
25,MgCl2,1000,1.0,3.0,100.0,3.1501,3.15410883372935,0.004008833729349792
25,MgCl2,1000,0.0,4.0,1.0,2.31975,2.3023281144089505,0.017421885591049513
25,MgCl2,1000,0.0,4.0,1.29,2.32435,2.255119912952956,0.06923008704704392
25,MgCl2,1000,0.0,4.0,1.67,1.8275000000000001,1.9338044749561796,0.10630447495617945
25,MgCl2,1000,0.0,4.0,2.15,2.0655,2.0714689207020522,0.005968920702052127
25,MgCl2,1000,0.0,4.0,2.78,2.2094,2.1662882039749136,0.04311179602508641
25,MgCl2,1000,0.0,4.0,3.59,1.9988000000000001,2.0562052999423432,0.05740529994234311
25,MgCl2,1000,0.0,4.0,4.64,2.1546000000000003,2.127528238174996,0.02707176182500426
25,MgCl2,1000,0.0,4.0,5.99,2.0481,2.0639664517672474,0.015866451767247547
25,MgCl2,1000,0.0,4.0,7.74,2.04685,2.058043655588128,0.011193655588127793
25,MgCl2,1000,1.0,4.0,1.0,4.7161,4.603359780554975,0.11274021944502532
25,MgCl2,1000,1.0,4.0,1.29,4.2596,4.361250608490904,0.10165060849090413
25,MgCl2,1000,1.0,4.0,1.67,4.3807,4.378340245731119,0.0023597542688813533
25,MgCl2,1000,1.0,4.0,2.15,4.5414,4.494742310762976,0.04665768923702451
25,MgCl2,1000,1.0,4.0,2.78,4.3649,4.371330656596131,0.006430656596131179
25,MgCl2,1000,1.0,4.0,3.59,4.3762,4.375764360984428,0.00043563901557153173
25,MgCl2,1000,1.0,4.0,4.64,4.3767,4.367246249612885,0.009453750387114823
25,MgCl2,1000,1.0,4.0,5.99,4.3559,4.341251150122114,0.014648849877886505
25,MgCl2,1000,1.0,4.0,7.74,4.2541,4.257943273906247,0.0038432739062468357
25,MgCl2,1000,1.0,4.0,10.0,4.1898,4.191681149707683,0.0018811497076827166
25,MgCl2,1000,1.0,4.0,12.9,4.122,4.122363548811483,0.00036354881148348284
25,MgCl2,1000,1.0,4.0,16.7,4.0482,4.056280548434431,0.008080548434431734
25,MgCl2,1000,1.0,4.0,21.5,4.0049,3.997706437098722,0.007193562901278039
25,MgCl2,1000,1.0,4.0,27.8,3.8984,3.906048331751552,0.0076483317515521065
25,MgCl2,1000,1.0,4.0,35.9,3.8303,3.83203197205127,0.0017319720512700698
25,MgCl2,1000,1.0,4.0,46.4,3.761,3.7671434708916767,0.00614347089167655
25,MgCl2,1000,1.0,4.0,59.9,3.7303,3.723944301091902,0.006355698908098173
25,MgCl2,1000,1.0,4.0,77.4,3.6825,3.679019818235362,0.003480181764638157
25,MgCl2,1000,1.0,4.0,100.0,3.6337,3.633180214454151,0.000519785545848972
25,MgCl2,1000,1.0,6.0,1.0,6.7608,6.804458134318271,0.043658134318270925
25,MgCl2,1000,1.0,6.0,1.29,6.9763,6.888992389659538,0.08730761034046175
25,MgCl2,1000,1.0,6.0,1.67,6.542,6.582213880563948,0.04021388056394848
25,MgCl2,1000,1.0,6.0,2.15,6.4888,6.536910854504208,0.04811085450420727
25,MgCl2,1000,1.0,6.0,2.78,6.646,6.603290518517765,0.04270948148223486
25,MgCl2,1000,1.0,6.0,3.59,6.4254,6.462585402753221,0.03718540275322102
25,MgCl2,1000,1.0,6.0,4.64,6.4697,6.438906274977064,0.03079372502293598
25,MgCl2,1000,1.0,6.0,5.99,6.2847,6.295523189975158,0.010823189975157632
25,MgCl2,1000,1.0,6.0,7.74,6.2315,6.225878948441634,0.005621051558365231
25,MgCl2,1000,1.0,6.0,10.0,6.1235,6.118778084833774,0.0047219151662263315
25,MgCl2,1000,1.0,6.0,12.9,5.9706,5.968769309955934,0.0018306900440663298
25,MgCl2,1000,1.0,6.0,16.7,5.7853,5.793901618608265,0.008601618608264694
25,MgCl2,1000,1.0,6.0,21.5,5.6149,5.62227531732614,0.007375317326140163
25,MgCl2,1000,1.0,6.0,27.8,5.4614,5.463410276353342,0.002010276353341389
25,MgCl2,1000,1.0,6.0,35.9,5.3042,5.303629473694751,0.0005705263052488974
25,MgCl2,1000,1.0,6.0,46.4,5.1633,5.15531236906717,0.007987630932829504
25,MgCl2,1000,1.0,6.0,59.9,4.9933,5.001956109889433,0.008656109889433772
25,MgCl2,1000,1.0,6.0,77.4,4.9034,4.897551033009518,0.005848966990482651
25,MgCl2,1000,1.0,6.0,100.0,4.7967,4.795922256440114,0.000777743559886801
25,MgCl2,1000,1.0,8.0,1.0,10.766,10.593716159094765,0.1722838409052354
25,MgCl2,1000,1.0,8.0,1.29,10.16,10.297732350189541,0.1377323501895411
25,MgCl2,1000,1.0,8.0,1.67,10.232,10.151407437113507,0.0805925628864923
25,MgCl2,1000,1.0,8.0,2.15,10.336,10.254558753130208,0.08144124686979204
25,MgCl2,1000,1.0,8.0,2.78,10.096,10.070835231761313,0.025164768238687074
25,MgCl2,1000,1.0,8.0,3.59,9.9931,9.99566104432102,0.0025610443210197786
25,MgCl2,1000,1.0,8.0,4.64,9.8504,9.827208497925442,0.023191502074558557
25,MgCl2,1000,1.0,8.0,5.99,9.637,9.621932501849045,0.015067498150955316
25,MgCl2,1000,1.0,8.0,7.74,9.3607,9.362476171997464,0.001776171997464715
25,MgCl2,1000,1.0,8.0,10.0,9.0993,9.104558768454721,0.0052587684547216185
25,MgCl2,1000,1.0,8.0,12.9,8.8118,8.817245401674802,0.005445401674801786
25,MgCl2,1000,1.0,8.0,16.7,8.4992,8.50822481701611,0.00902481701611002
25,MgCl2,1000,1.0,8.0,21.5,8.2184,8.211995431530282,0.006404568469719152
25,MgCl2,1000,1.0,8.0,27.8,7.8734,7.876691904873592,0.0032919048735919887
25,MgCl2,1000,1.0,8.0,35.9,7.5556,7.555482475083879,0.0001175249161207148
25,MgCl2,1000,1.0,8.0,46.4,7.246,7.242307263091587,0.00369273690841343
25,MgCl2,1000,1.0,8.0,59.9,6.9836,6.961531777713698,0.02206822228630223
25,MgCl2,1000,1.0,8.0,77.4,6.717,6.716746145231013,0.000253854768986983
25,MgCl2,1000,1.0,8.0,100.0,6.4676,6.470800091096309,0.0032000910963088103
25,MgCl2,1000,1.0,7.0,1.0,7.4086,7.472834968166282,0.06423496816628216
25,MgCl2,1000,1.0,7.0,1.29,7.5277,7.543248851192878,0.015548851192877855
25,MgCl2,1000,1.0,7.0,1.67,7.7455,7.688902071949703,0.056597928050297064
25,MgCl2,1000,1.0,7.0,2.15,7.7609,7.709445990842403,0.051454009157597014
25,MgCl2,1000,1.0,7.0,2.78,7.5059,7.532915389174995,0.027015389174995796
25,MgCl2,1000,1.0,7.0,3.59,7.6095,7.576164138481968,0.03333586151803214
25,MgCl2,1000,1.0,7.0,4.64,7.3677,7.418656564746079,0.05095656474607857
25,MgCl2,1000,1.0,7.0,5.99,7.3631,7.345360345456325,0.017739654543674988
25,MgCl2,1000,1.0,7.0,7.74,7.1688,7.175409602850365,0.00660960285036527
25,MgCl2,1000,1.0,7.0,10.0,6.9735,6.978797736293759,0.005297736293759847
25,MgCl2,1000,1.0,7.0,12.9,6.7959,6.792749791422362,0.003150208577637592
25,MgCl2,1000,1.0,7.0,16.7,6.6232,6.615611986114973,0.007588013885026612
25,MgCl2,1000,1.0,7.0,21.5,6.4085,6.399239506299311,0.009260493700689487
25,MgCl2,1000,1.0,7.0,27.8,6.1967,6.190406692714952,0.006293307285047511
25,MgCl2,1000,1.0,7.0,35.9,5.9884,5.987330150243933,0.001069849756067498
25,MgCl2,1000,1.0,7.0,46.4,5.7726,5.782728011098833,0.010128011098832879
25,MgCl2,1000,1.0,7.0,59.9,5.6206,5.620105933492208,0.0004940665077919348
25,MgCl2,1000,1.0,7.0,77.4,5.4342,5.443219024964656,0.009019024964656452
25,MgCl2,1000,1.0,7.0,100.0,5.3278,5.317617423838023,0.010182576161977153
25,MgCl2,1000,1.0,10.0,0.1,13.258,12.885517872436383,0.3724821275636163
25,MgCl2,1000,1.0,10.0,0.129,12.113,12.337687759921328,0.22468775992132883
25,MgCl2,1000,1.0,10.0,0.167,12.496,12.157277516432336,0.33872248356766477
25,MgCl2,1000,1.0,10.0,0.215,12.264,12.327954738392837,0.06395473839283738
25,MgCl2,1000,1.0,10.0,0.278,13.783,13.36054861726006,0.4224513827399399
25,MgCl2,1000,1.0,10.0,0.359,13.628,13.422123744056673,0.20587625594332692
25,MgCl2,1000,1.0,10.0,0.464,13.317,13.335688167470755,0.018688167470754635
25,MgCl2,1000,1.0,10.0,0.599,13.77,13.607552820733135,0.1624471792668647
25,MgCl2,1000,1.0,10.0,0.774,14.204,13.776400158232816,0.4275998417671847
25,MgCl2,1000,1.0,10.0,1.0,14.064,14.014609543617036,0.04939045638296413
25,MgCl2,1000,1.0,10.0,1.29,14.123,14.04535237639671,0.0776476236032888
25,MgCl2,1000,1.0,10.0,1.67,13.612,13.683099726909411,0.07109972690941113
25,MgCl2,1000,1.0,10.0,2.15,13.499,13.528165314495235,0.029165314495234185
25,MgCl2,1000,1.0,10.0,2.78,13.36,13.393287039122551,0.03328703912255193
25,MgCl2,1000,1.0,10.0,3.59,13.169,13.178015829160358,0.009015829160357924
25,MgCl2,1000,1.0,10.0,4.64,12.739,12.826286993341322,0.08728699334132095
25,MgCl2,1000,1.0,10.0,5.99,12.507,12.504969569798497,0.002030430201502398
25,MgCl2,1000,1.0,10.0,7.74,12.043,12.072697842075529,0.029697842075529834
25,MgCl2,1000,1.0,10.0,10.0,11.632,11.63310430269499,0.001104302694990622
25,MgCl2,1000,1.0,10.0,12.9,11.229,11.191843410694515,0.037156589305483934
25,MgCl2,1000,1.0,10.0,16.7,10.754,10.721334367019335,0.03266563298066494
25,MgCl2,1000,1.0,10.0,21.5,10.262,10.238333865251805,0.023666134748195233
25,MgCl2,1000,1.0,10.0,27.8,9.8256,9.803770960715978,0.02182903928402169
25,MgCl2,1000,1.0,10.0,35.9,9.3416,9.317070859335432,0.02452914066456735
25,MgCl2,1000,1.0,10.0,46.4,8.8858,8.87644591737579,0.00935408262420978
25,MgCl2,1000,1.0,10.0,59.9,8.4828,8.478295090117198,0.004504909882800945
25,MgCl2,1000,1.0,10.0,77.4,8.0985,8.08061108525537,0.017888914744629503
25,MgCl2,1000,1.0,10.0,100.0,7.7223,7.72750882085483,0.0052088208548299875
25,MgCl2,1000,0.75,2.0,1.0,3.227,3.148465661940085,0.07853433805991505
25,MgCl2,1000,0.75,2.0,1.29,2.9694,2.9427976342749402,0.026602365725059585
25,MgCl2,1000,0.75,2.0,1.67,2.4611,2.5028063700557635,0.041706370055763387
25,MgCl2,1000,0.75,2.0,2.15,2.8258,2.7926114129967936,0.03318858700320648
25,MgCl2,1000,0.75,2.0,2.78,2.9635,2.866499993741573,0.09700000625842664
25,MgCl2,1000,0.75,2.0,3.59,2.6619,2.7310050273157436,0.06910502731574342
25,MgCl2,1000,0.75,2.0,4.64,2.8563,2.7974148555769762,0.05888514442302384
25,MgCl2,1000,0.75,2.0,5.99,2.7119,2.718303712630542,0.006403712630541847
25,MgCl2,1000,0.75,2.0,7.74,2.6635,2.6743316530994754,0.010831653099475425
25,MgCl2,1000,0.75,2.0,10.0,2.6876,2.6738733537570303,0.013726646242969931
25,MgCl2,1000,0.75,2.0,12.9,2.6524,2.6294696941263123,0.02293030587368783
25,MgCl2,1000,0.75,2.0,16.7,2.5979,2.601730563046928,0.0038305630469279706
25,MgCl2,1000,0.75,2.0,21.5,2.5942,2.5849529081212954,0.009247091878704428
25,MgCl2,1000,0.75,2.0,27.8,2.5557,2.560409649631832,0.004709649631831958
25,MgCl2,1000,0.75,2.0,35.9,2.5433,2.5447035546452925,0.0014035546452926262
25,MgCl2,1000,0.75,2.0,46.4,2.5346,2.5359499205989837,0.001349920598983534
25,MgCl2,1000,0.75,2.0,59.9,2.5261,2.5310054921693816,0.004905492169381631
25,MgCl2,1000,0.75,2.0,77.4,2.5457,2.5404797563425894,0.005220243657410695
25,MgCl2,1000,0.75,2.0,100.0,2.5306,2.539030194660218,0.008430194660217882
25,MgCl2,1000,1.0,15.0,0.1,34.014,33.24898900307557,0.7650109969244312
25,MgCl2,1000,1.0,15.0,0.129,33.518,33.286227145665194,0.23177285433480677
25,MgCl2,1000,1.0,15.0,0.167,32.404,32.3764722885863,0.027527711413704026
25,MgCl2,1000,1.0,15.0,0.215,32.14,31.94543546753888,0.19456453246112204
25,MgCl2,1000,1.0,15.0,0.278,30.684,30.768523342065357,0.08452334206535639
25,MgCl2,1000,1.0,15.0,0.359,29.455,29.77324092463229,0.3182409246322919
25,MgCl2,1000,1.0,15.0,0.464,29.212,29.351460113770493,0.13946011377049317
25,MgCl2,1000,1.0,15.0,0.599,28.761,28.94769128270543,0.18669128270543212
25,MgCl2,1000,1.0,15.0,0.774,28.99,29.042037735679784,0.05203773567978587
25,MgCl2,1000,1.0,15.0,1.0,28.831,28.728699891928553,0.10230010807144652
25,MgCl2,1000,1.0,15.0,1.29,28.694,28.546366105305452,0.1476338946945468
25,MgCl2,1000,1.0,15.0,1.67,28.314,28.22716040645544,0.0868395935445605
25,MgCl2,1000,1.0,15.0,2.15,27.446,27.42841389236982,0.01758610763017998
25,MgCl2,1000,1.0,15.0,2.78,26.578,26.58032166971834,0.002321669718341468
25,MgCl2,1000,1.0,15.0,3.59,25.893,25.873894468857344,0.019105531142656673
25,MgCl2,1000,1.0,15.0,4.64,24.874,24.812579506725225,0.061420493274773946
25,MgCl2,1000,1.0,15.0,5.99,23.846,23.78027777186277,0.06572222813722917
25,MgCl2,1000,1.0,15.0,7.74,22.731,22.706167009578692,0.024832990421309376
25,MgCl2,1000,1.0,15.0,10.0,21.646,21.635440568167123,0.010559431832877664
25,MgCl2,1000,1.0,15.0,12.9,20.462,20.488845387578888,0.02684538757888788
25,MgCl2,1000,1.0,15.0,16.7,19.284,19.33697095314565,0.0529709531456497
25,MgCl2,1000,1.0,15.0,21.5,18.098,18.163234807811456,0.06523480781145707
25,MgCl2,1000,1.0,15.0,27.8,16.919,17.03032418496866,0.11132418496865881
25,MgCl2,1000,1.0,15.0,35.9,15.81,15.921980091027303,0.11198009102730211
25,MgCl2,1000,1.0,15.0,46.4,14.752,14.678699987311065,0.07330001268893582
25,MgCl2,1000,1.0,15.0,59.9,13.711,13.739109849209857,0.02810984920985682
25,MgCl2,1000,1.0,15.0,77.4,12.794,12.73937162175126,0.054628378248740006
25,MgCl2,1000,1.0,15.0,100.0,11.953,11.807131604426981,0.145868395573018
25,MgCl2,1000,1.0,12.0,0.1,19.0,18.63676841093001,0.36323158906999
25,MgCl2,1000,1.0,12.0,0.129,18.278,18.409404772789276,0.13140477278927776
25,MgCl2,1000,1.0,12.0,0.167,18.298,18.259755837093323,0.03824416290667543
25,MgCl2,1000,1.0,12.0,0.215,18.793,18.681345609969096,0.11165439003090327
25,MgCl2,1000,1.0,12.0,0.278,18.955,18.911964361727605,0.04303563827239287
25,MgCl2,1000,1.0,12.0,0.359,19.062,19.0624045480033,0.00040454800329925433
25,MgCl2,1000,1.0,12.0,0.464,19.464,19.31011462775052,0.15388537224947996
25,MgCl2,1000,1.0,12.0,0.599,19.189,19.19623304743434,0.007233047434340278
25,MgCl2,1000,1.0,12.0,0.774,19.567,19.44660480015705,0.12039519984294955
25,MgCl2,1000,1.0,12.0,1.0,19.662,19.601801152578364,0.06019884742163484
25,MgCl2,1000,1.0,12.0,1.29,19.764,19.606685542019072,0.15731445798092736
25,MgCl2,1000,1.0,12.0,1.67,19.175,19.182678819173002,0.0076788191730017274
25,MgCl2,1000,1.0,12.0,2.15,18.666,18.739216692016765,0.07321669201676428
25,MgCl2,1000,1.0,12.0,2.78,18.454,18.460467988267393,0.006467988267392144
25,MgCl2,1000,1.0,12.0,3.59,18.148,18.120797473998042,0.027202526001957494
25,MgCl2,1000,1.0,12.0,4.64,17.425,17.50535188272444,0.0803518827244396
25,MgCl2,1000,1.0,12.0,5.99,16.976,16.976983768229292,0.000983768229293247
25,MgCl2,1000,1.0,12.0,7.74,16.251,16.29922940963294,0.048229409632938314
25,MgCl2,1000,1.0,12.0,10.0,15.611,15.63898086506036,0.027980865060358795
25,MgCl2,1000,1.0,12.0,12.9,14.94,14.93184149875877,0.008158501241229743
25,MgCl2,1000,1.0,12.0,16.7,14.204,14.18430621895557,0.01969378104443109
25,MgCl2,1000,1.0,12.0,21.5,13.437,13.437287578435095,0.0002875784350955257
25,MgCl2,1000,1.0,12.0,27.8,12.736,12.720702028573717,0.015297971426283752
25,MgCl2,1000,1.0,12.0,35.9,12.004,11.987798025505759,0.016201974494240545
25,MgCl2,1000,1.0,12.0,46.4,11.319,11.302895773035088,0.016104226964912982
25,MgCl2,1000,1.0,12.0,59.9,10.673,10.660941954642999,0.01205804535700139
25,MgCl2,1000,1.0,12.0,77.4,10.072,10.065862334699835,0.00613766530016413
25,MgCl2,1000,1.0,12.0,100.0,9.4964,9.51468296718741,0.018282967187410293
25,MgCl2,1000,1.0,20.0,0.1,58.247,58.974076745086464,0.7270767450864639
25,MgCl2,1000,1.0,20.0,0.129,58.872,59.154070322482546,0.2820703224825465
25,MgCl2,1000,1.0,20.0,0.167,60.163,59.958969363413054,0.20403063658694265
25,MgCl2,1000,1.0,20.0,0.215,61.084,60.67734171886549,0.4066582811345114
25,MgCl2,1000,1.0,20.0,0.278,59.938,59.90905282591948,0.028947174080521165
25,MgCl2,1000,1.0,20.0,0.359,59.586,59.45717372575098,0.12882627424902182
25,MgCl2,1000,1.0,20.0,0.464,59.578,58.98063294473613,0.5973670552638737
25,MgCl2,1000,1.0,20.0,0.599,58.428,58.13785529957125,0.2901447004287476
25,MgCl2,1000,1.0,20.0,0.774,56.687,56.825750362038825,0.1387503620388273
25,MgCl2,1000,1.0,20.0,1.0,55.226,55.715765857579676,0.48976585757967683
25,MgCl2,1000,1.0,20.0,1.29,54.022,54.48809757608468,0.46609757608467817
25,MgCl2,1000,1.0,20.0,1.67,52.475,52.78852617129772,0.31352617129771687
25,MgCl2,1000,1.0,20.0,2.15,50.699,50.622971868683166,0.07602813131683206
25,MgCl2,1000,1.0,20.0,2.78,48.501,49.20106716228195,0.7000671622819539
25,MgCl2,1000,1.0,20.0,3.59,46.094,46.28210761971578,0.1881076197157796
25,MgCl2,1000,1.0,20.0,4.64,43.835,44.09496283037223,0.2599628303722312
25,MgCl2,1000,1.0,20.0,5.99,41.162,41.62748088184913,0.46548088184913183
25,MgCl2,1000,1.0,20.0,7.74,38.709,38.87404413482827,0.16504413482826408
25,MgCl2,1000,1.0,20.0,10.0,36.103,36.23988399846202,0.13688399846201804
25,MgCl2,1000,1.0,20.0,12.9,33.536,33.67174951797762,0.13574951797761514
25,MgCl2,1000,1.0,20.0,16.7,31.065,31.1230588572776,0.0580588572775973
25,MgCl2,1000,1.0,20.0,21.5,28.706,28.689734593182436,0.016265406817563388
25,MgCl2,1000,1.0,20.0,27.8,26.402,26.18856868627293,0.21343131372707091
25,MgCl2,1000,1.0,20.0,35.9,24.264,23.909100536033858,0.3548994639661416
25,MgCl2,1000,1.0,20.0,46.4,22.25,22.19478641483267,0.05521358516732988
25,MgCl2,1000,1.0,20.0,59.9,20.374,20.399452412738043,0.025452412738044217
25,MgCl2,1000,1.0,20.0,77.4,18.655,18.702048642835678,0.047048642835676446
25,MgCl2,1000,1.0,20.0,100.0,17.15,17.196206985259426,0.04620698525942757
25,MgCl2,1000,0.75,1.5,0.1,1.679,1.4997258453465092,0.17927415465349084
25,MgCl2,1000,0.75,1.5,0.129,1.7388,1.6024610933396934,0.13633890666030646
25,MgCl2,1000,0.75,1.5,0.167,0.80987,1.0622073617386985,0.2523373617386985
25,MgCl2,1000,0.75,1.5,0.215,1.7164,1.5636806412591922,0.15271935874080778
25,MgCl2,1000,0.75,1.5,0.278,1.707,1.7838289445394984,0.07682894453949829
25,MgCl2,1000,0.75,1.5,0.359,2.1164,2.016302924025265,0.10009707597473527
25,MgCl2,1000,0.75,1.5,0.464,2.6077,2.452718235826873,0.1549817641731268
25,MgCl2,1000,0.75,1.5,0.599,2.3249,2.3495355965874034,0.02463559658740344
25,MgCl2,1000,0.75,1.5,0.774,2.3108,2.3057203429381685,0.005079657061831444
25,MgCl2,1000,0.75,1.5,1.0,2.665,2.5134614412970735,0.15153855870292654
25,MgCl2,1000,0.75,1.5,1.29,2.7514,2.651739394839211,0.09966060516078867
25,MgCl2,1000,0.75,1.5,1.67,2.5656,2.4830256212698893,0.08257437873011053
25,MgCl2,1000,0.75,1.5,2.15,2.3532,2.374804743119511,0.021604743119510772
25,MgCl2,1000,0.75,1.5,2.78,2.3832,2.4049572214637895,0.021757221463789556
25,MgCl2,1000,0.75,1.5,3.59,2.5233,2.477091211557468,0.046208788442531734
25,MgCl2,1000,0.75,1.5,4.64,2.3747,2.4065749699111945,0.03187496991119465
25,MgCl2,1000,0.75,1.5,5.99,2.4557,2.432770412603156,0.02292958739684403
25,MgCl2,1000,0.75,1.5,7.74,2.3709,2.386116515878092,0.015216515878092363
25,MgCl2,1000,0.75,1.5,10.0,2.3869,2.3894616941042863,0.002561694104286527
25,MgCl2,1000,0.75,1.5,12.9,2.3817,2.3821244231738166,0.00042442317381663486
25,MgCl2,1000,0.75,1.5,16.7,2.3577,2.352900105968437,0.004799894031562779
25,MgCl2,1000,0.75,1.5,21.5,2.3134,2.3276261017182756,0.01422610171827543
25,MgCl2,1000,0.75,1.5,27.8,2.3058,2.313012569632843,0.007212569632843113
25,MgCl2,1000,0.75,1.5,35.9,2.2863,2.294962895585347,0.008662895585346941
25,MgCl2,1000,0.75,1.5,46.4,2.287,2.292618795392296,0.00561879539229615
25,MgCl2,1000,0.75,1.5,59.9,2.2947,2.2997876813417406,0.005087681341740424
25,MgCl2,1000,0.75,1.5,77.4,2.3171,2.3184897072309067,0.0013897072309068115
25,MgCl2,1000,0.75,1.5,100.0,2.3082,2.3241030151720126,0.015903015172012758
25,MgCl2,1000,0.75,3.0,1.0,3.5802,3.6439868894858507,0.06378688948585065
25,MgCl2,1000,0.75,3.0,1.29,3.6843,3.73803257077434,0.053732570774339905
25,MgCl2,1000,0.75,3.0,1.67,3.959,3.852796183652015,0.10620381634798504
25,MgCl2,1000,0.75,3.0,2.15,3.8826,3.8327042279820622,0.04989577201793782
25,MgCl2,1000,0.75,3.0,2.78,3.78,3.8016186067849405,0.021618606784940653
25,MgCl2,1000,0.75,3.0,3.59,3.8847,3.8199788574587843,0.06472114254121575
25,MgCl2,1000,0.75,3.0,4.64,3.7369,3.754730150399551,0.017830150399551048
25,MgCl2,1000,0.75,3.0,5.99,3.7652,3.756872447185831,0.008327552814169081
25,MgCl2,1000,0.75,3.0,7.74,3.6948,3.707255294593082,0.012455294593082034
25,MgCl2,1000,0.75,3.0,10.0,3.6175,3.62907068709577,0.011570687095769916
25,MgCl2,1000,0.75,3.0,12.9,3.5532,3.565713421436383,0.012513421436382899
25,MgCl2,1000,0.75,3.0,16.7,3.5089,3.507805645394547,0.0010943546054531517
25,MgCl2,1000,0.75,3.0,21.5,3.4313,3.434704009513528,0.003404009513528372
